1.513252226094956132e+00,-1.294908568521525805e+00,2.415924161140556858e-01,-2.089186521969220944e+00,6.232499927569454812e-01
-1.423335882393974572e-01,1.841352744282704901e+00,-1.815335913552945657e+00,-5.411375563622651264e-01,6.115885126156626050e-01
-1.394199613746662514e-01,-1.721050877672085422e+00,8.997867584806460428e-01,4.751143926167928910e-01,9.501466201238539799e-01
1.175507542826366603e+00,1.077160385206335835e+00,4.683358221367476815e-01,2.121321228288772787e+00,-1.359319989657469474e+00
1.183789014281516172e+00,-1.388937240987071053e+00,-6.490634554239270715e-01,1.469621444509828567e+00,3.136972111402613894e-01
6.834072605723949811e-01,2.520700163081111889e+00,-2.515611150336232615e+00,1.925421590947073713e-01,2.724974596811440830e-01
-1.215113599168368586e+00,-3.845019763681683855e+00,1.135613591606650985e+00,-1.314471220312382282e+00,-4.390045969206490817e-01
5.315612397864866168e-01,4.131081461224197504e+00,1.186188271850603382e-01,5.177254300301298295e-02,8.946295258765518676e-02
2.454289832401483629e-01,-2.709924729281765643e+00,4.988848108871846154e-01,1.043900840379882400e+00,-4.213913680935422734e-01
2.519878040898364535e-01,4.241946075082221768e+00,6.384875156544564390e-02,-2.100956359399785978e+00,1.581837009777655290e+00
1.744459991154388989e+00,-3.858146128016703980e+00,5.302201202883778386e-01,-3.654821269262047978e-01,1.484528946496545876e+00
-9.581001682083298832e-01,2.850860382087552214e+00,1.855609955301493197e-02,-6.125097495473117437e-01,8.082606965830855250e-01
1.824668955772265067e+00,-4.093694467421607364e+00,2.800630471898419294e-01,-8.480807054544536872e-01,7.421568604223823806e-01
-1.679945382584340896e+00,3.883987757929493689e+00,1.078565980786362788e+00,-1.091851460891921199e+00,6.618927364840507810e-01
-1.114408922393580692e+00,-4.502506337033278072e+00,-7.600707789792078284e-01,-2.132090878816565560e+00,5.482227345933586848e-01
5.915102688563323580e-02,4.114581703019242198e+00,-6.327997182730551451e-01,1.587813246961008229e+00,1.674857520103294695e+00
